name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Punjab,Roberto Capucci,Туалетная вода,"0,0",N/A,с 1979,N/A,N/A,N/A,[],"['spicy', 'wood']","['artemizija-polyn', 'bergamot', 'lemon', 'majoran', 'juniper']","['geranium', 'gvozdika', 'kedr', 'cinnamon', 'pachuli', 'pine', 'jasmine']","['ambra', 'kozha', 'ladan', 'myrrh', 'moss', 'musk', 'fir']",[],https://aromo.ru/fragrance/roberto-capucci-punjab-82869/
Pure Cologne  L'Eau Fraiche,Laurence Dumont,Одеколон,"4,0",1 оценка,Парфюмерия масс-маркет,france,2013,mass-market,[],"['citrus', 'wood']","['cedrat', 'lemon', 'mint']",['lotos'],"['white-musk', 'kedr', 'pachuli']",[],https://aromo.ru/fragrance/laurence-dumont-pure-cologne-l_eau-fraiche-cologne-eau-de-cologne-82952/
Reve,Kulpol,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/kulpol-reve-84257/
Rose Musk,Pirouette,Парфюмерная вода,"3,0",2 оценки,Парфюмерная вода,N/A,N/A,N/A,[],"['sweet', 'east']","['rose', 'may-rose-rosa-centifolia']","['ambra', 'mod', 'pochva', 'yagody']","['ambra', 'kedr', 'sandal']",[],https://aromo.ru/fragrance/pirouette-n-rose-musk-85154/
Чайка,Северное Сияние,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,1960,N/A,N/A,[],"['musk', 'wood', 'floral']","['aldehydes', 'bergamot', 'green-notes']","['white-flowers', 'kozha', 'jasmine', 'tobacco-flower']","['ambra', 'musk', 'sage']",[],https://aromo.ru/fragrance/code-2062-chayka-chayka/
Sacred Sage,Medicine Flower,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['belyy-shalfey', 'kedr', 'juniper']",[],[],https://aromo.ru/fragrance/medicine-flower-sacred-sage-86007/
Scent of Fruity Floral,Salming,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['floral', 'fruit']","['ananas', 'grusha', 'marakuja', 'peach']","['black-currant', 'ozone', 'rose', 'jasmine']","['ambra', 'musk', 'peach']",[],https://aromo.ru/fragrance/salming-scent-of-fruity-floral-86842/
Scents of Sicily - Lipari,Baronessa Cali,Ароматная дымка,"0,0",N/A,Парфюмерия масс-маркет,italy,N/A,mass-market,[],['floral'],[],['ilang-ilang'],[],[],https://aromo.ru/fragrance/baronessa-cali-scents-of-sicily-_-lipari-86881/
Carnation,Colgate & Company,,"0,0",N/A,с 1918,N/A,N/A,N/A,[],['floral'],[],['gvozdika'],[],[],https://aromo.ru/fragrance/colgate--company-carnation-931901/
The Mobster In Sin City,The Dua Brand,Духи / Экстракт,"0,0",N/A,Артизанальная парфюмерия,united-states,N/A,artisanal-perfumery,[],['gourmet'],[],"['ambra', 'bourbon', 'kokos', 'lime', 'rom', 'tabak', 'whiskey']",[],[],https://aromo.ru/fragrance/dua-fragrances-the-mobster-in-sin-city-999361/
Spring Rain,Charles of the Ritz,,"0,0",N/A,с 1941,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/charles-of-the-ritz-spring-rain-89852/
Success,Oudh Al Anfar,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/oudh-al-anfar-success-90340/
Summer Breeze,Aroma Sanctum,Масляные духи,"0,0",N/A,Натуральная парфюмерия,united-states,N/A,natural-perfumes,[],"['fruit', 'floral']",[],"['frezija', 'hyacinth', 'lily-of-the-valley', 'musk', 'peach']",[],[],https://aromo.ru/fragrance/aroma-sanctum-summer-breeze-90544/
Sungari Breeze,Maurices,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['citrus', 'fern']",[],"['bergamot', 'inzhir', 'lime', 'lemon', 'musk', 'sage']",[],[],https://aromo.ru/fragrance/maurices-sungari-breeze-90713/
Azerbaijan Leather,Subhi Khalilbayov,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,2021,N/A,N/A,[],"['leather', 'east']","['bergamot', 'lemon', 'raspberry', 'pink-pepper']","['iris', 'cinnamon', 'rose', 'saffron']","['ambra', 'kozha', 'musk', 'sandal', 'vetiver']",[],https://aromo.ru/fragrance/subhi-khalilbayov-azerbaijan-leather-perfume-extract-parfum-extrait-de-parfum-2409319/
The Harmony of Being,Scent by Alexis,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['east', 'floral']","['lily-of-the-valley', 'neroli', 'siren']","['cvetok-kofe', 'labdanum', 'mimosa', 'ptitgrejn-list-citrusovyh', 'rose']","['kedr', 'ambergris', 'oud']",[],https://aromo.ru/fragrance/scent-by-alexis-the-harmony-of-being-92288/
The Rharian Field,Apoteker Tepe,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['fern'],[],"['bergamot', 'mod', 'seno', 'virginia-cedar']",[],[],https://aromo.ru/fragrance/apoteker-tepe-the-rharian-field-92451/
The University of Georgia Women,Masik Collegiate Fragrances,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['water', 'floral']","['lichi', 'mandarin', 'krasniy-mak', 'zelenoje-jabloko']","['violet', 'krasniy-mak', 'voda', 'water-lily', 'jasmine']","['ambra', 'white-musk', 'dubovyj-moh', 'teak-wood']",[],https://aromo.ru/fragrance/masik-collegiate-fragrances-the-university-of-georgia-women-92548/
Search,Amouage,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,oman,2023,niche,[],"['wood', 'east', 'balsamic']","['lime', 'lemon', 'mandarin']","['elemi', 'ladan', 'pepper']","['guajak', 'juniper', 'vetiver']",[],https://aromo.ru/fragrance/amouage-search-perfume-water-eau-de-parfum-2418616/
Perfect Women,Lonkoom Parfum,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['bergamot', 'hyacinth', 'smorodina']","['frezija', 'gardenija', 'iris', 'vanil']","['violet', 'ginger', 'sandal']",[],https://aromo.ru/fragrance/lonkoom-parfum-perfect-women-955683/
Chantal Thomass Gold,Chantal Thomass,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['citrus'],[],"['apelsinovyj-cvet-flerdoranzh', 'vanil']",[],[],https://aromo.ru/fragrance/code-6513-chantal-thomass-gold/
Vanille Cannelle,Les Parfums de Grasse,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/les-parfums-de-grasse-vanille-cannelle-95003/
New York,S Parfum,Парфюмерная вода,"2,0",2 оценки,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['grapefruit', 'magnolija', 'ogurec']","['violet', 'lily-of-the-valley', 'rose', 'tuberoza', 'zelenoje-jabloko']","['ambra', 'drevesnyje-noty', 'sandal']",[],https://aromo.ru/fragrance/s-parfum-new-york-perfume-water-eau-de-parfum-2291056/
Calli,Tolteca,Парфюмерная вода,"0,0",N/A,с 2018,N/A,N/A,N/A,[],['wood'],"['dagil', 'inzhir', 'coriander']","['cinnamon', 'sesame', 'jasmine']","['tonka-bean', 'mate', 'pachuli', 'sandal', 'vetiver']",[],https://aromo.ru/fragrance/tolteca-calli-perfume-water-eau-de-parfum-1704393/
Vetiver Noir,Ayala Moriel,,"0,0",N/A,с 2007,N/A,N/A,N/A,[],['fern'],[],"['black-cardamom', 'coffee', 'lesnoj-oreh', 'nutmeg', 'vetiver']",[],[],https://aromo.ru/fragrance/ayala-moriel-vetiver-noir-95813/
White Jasmin,Beautysecrets by Birgit Schrowange,Парфюмерная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['floral', 'citrus']","['bergamot', 'black-currant', 'green-notes']","['violet', 'ilang-ilang', 'lily-of-the-valley', 'rose', 'jasmine']","['kedr', 'musk', 'ozone']",[],https://aromo.ru/fragrance/beautysecrets-by-birgit-schrowange-white-jasmin-97154/
Woda Rozana / Rose Original,Dr Beta,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/dr-beta-woda-rozana-_-rose-original-97781/
Mandarine,Roger & Gallet,Ароматная дымка,"3,0",2 оценки,Парфюмерия премиум,france,2018,premium,['mathieu-nardin'],"['fern', 'citrus']",[],"['bergamot', 'cedrat', 'geranium', 'hedione-gedion', 'litsea-cubeba', 'mandarin', 'mint', 'pachuli', 'ptitgrejn-list-citrusovyh']",[],[],https://aromo.ru/fragrance/roger--gallet-mandarine-fragrant-haze-fragrance-mist-1392873/
Zoé Bonbon,Zoé Bonbon,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],['rose'],['geranium'],"['ambra', 'musk']",[],https://aromo.ru/fragrance/zo-bonbon-zo_-bonbon-98784/
Ambergris,Amygdala,Твёрдые духи,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],[],['ambergris'],[],[],https://aromo.ru/fragrance/amygdala-ambergris-417563/
Vault,Louis Cardin,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fern', 'east']",[],"['floral-notes', 'mint', 'ozone', 'voda']",[],[],https://aromo.ru/fragrance/louis-cardin-vault-551623/
Lavanda e Baunilha,Natura,,"3,0",2 оценки,с 2014,N/A,N/A,N/A,[],"['sweet', 'citrus']","['bergamot', 'lemongrass']",['lavender'],['vanil'],[],https://aromo.ru/fragrance/natura-lavanda-e-baunilha-572225/
Prestige Jasmin,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['water', 'floral']","['bergamot', 'morskije-noty', 'reven']","['gardenija', 'ilang-ilang', 'rose', 'tuberoza', 'jasmine']","['white-musk', 'benzoin', 'vanil']",[],https://aromo.ru/fragrance/laboratoires-cadentia-prestige-jasmin-624661/
Floïd (2014),Floid,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['spicy', 'powdery']",[],['spices'],[],[],https://aromo.ru/fragrance/floid-flo_d-_2014-898727/
Jasmine Breeze,Yardley,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],['floral'],[],['jasmine'],[],[],https://aromo.ru/fragrance/yardley-jasmine-breeze-855437/
Коралл,Красная Гвоздика,,"0,0",N/A,N/A,N/A,N/A,N/A,[],"['floral', 'aldehyde']",[],"['aldehydes', 'floral-notes']",[],[],https://aromo.ru/fragrance/red-carnation-korall-863987/
Reine,Zohoor Alreef / Le Verger Shop,,"5,0",1 оценка,Парфюмерия масс-маркет,saudi-arabia,N/A,mass-market,[],"['wood', 'floral']","['violet', 'palisander']","['rose', 'jasmine']","['drevesnyje-noty', 'musk']",[],https://aromo.ru/fragrance/zohoor-alreef--le-verger-shop-reine-869613/
Мia For Her,Zermat,,"4,7",3 оценки,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],"['fruit', 'floral', 'east']",[],"['floral-notes', 'fruity-notes', 'oriental-notes']",[],[],https://aromo.ru/fragrance/zermat-mia-for-her-873089/
Lavanda e Baunilha,Natura,,"3,0",2 оценки,с 2014,N/A,N/A,N/A,[],"['sweet', 'citrus']","['bergamot', 'lemongrass']",['lavender'],['vanil'],[],https://aromo.ru/fragrance/natura-lavanda-e-baunilha-572225/
Prestige Jasmin,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['water', 'floral']","['bergamot', 'morskije-noty', 'reven']","['gardenija', 'ilang-ilang', 'rose', 'tuberoza', 'jasmine']","['white-musk', 'benzoin', 'vanil']",[],https://aromo.ru/fragrance/laboratoires-cadentia-prestige-jasmin-624661/
Vitality,Pure Botanic Vibes,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],"['spicy', 'wood']","['bergamot', 'coriander', 'majoran', 'sage']","['geranium', 'cloves', 'mozhzhevelnik-plody', 'palisander']","['cypress', 'pine', 'vetiver']",[],https://aromo.ru/fragrance/pure-botanic-vibes-vitality-648019/
Hearth,Criminal Elements,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,australia,2019,niche,[],"['wood', 'east']",[],"['benzoin', 'nagarmota', 'ladan', 'mod', 'juniper', 'tabak', 'oud']",[],[],https://aromo.ru/fragrance/criminal-elements-hearth-658547/
Sabaya,Johan B,Парфюмерная вода,"0,0",N/A,с 2006,N/A,N/A,N/A,[],"['fruit', 'floral']","['mandarin', 'rose']","['black-currant', 'lotos']","['ambra', 'musk', 'pachuli']",[],https://aromo.ru/fragrance/johan-b-sabaya-perfume-water-eau-de-parfum-670735/
Чайка,Северное Сияние,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,1960,N/A,N/A,[],"['musk', 'wood', 'floral']","['aldehydes', 'bergamot', 'green-notes']","['white-flowers', 'kozha', 'jasmine', 'tobacco-flower']","['ambra', 'musk', 'sage']",[],https://aromo.ru/fragrance/code-2062-chayka-chayka/
Saffron Blend,Ghawali,Духи / Экстракт,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['spicy', 'east']",[],"['kozha', 'rose', 'sandal', 'saffron']",[],[],https://aromo.ru/fragrance/ghawali-saffron-blend-693179/
Damacée,Christian Breton,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'fruit']","['citruses', 'green-notes']","['fruity-notes', 'jasmine']","['drevesnyje-noty', 'musk', 'vanil']",[],https://aromo.ru/fragrance/christian-breton-damac_e-702481/
№ 59 Sandelholz,Frau Tonis Parfum,Парфюмерная вода,"4,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['fern', 'green']",[],"['eucalyptus', 'spruce', 'sandal']",[],[],https://aromo.ru/fragrance/frau-tonis-parfum-no_-59-sandelholz-743691/
New Concepts Armure Men,Al Battash Concepts,Парфюмерная вода,"0,0",N/A,Парфюмерия премиум,united-arab-emirates,N/A,premium,[],"['fern', 'east']","['ananas', 'bergamot', 'black-currant', 'jabloko']","['pachuli', 'pink-pepper', 'jasmine']","['ambra', 'dubovyj-moh', 'musk', 'vanil']",[],https://aromo.ru/fragrance/al-battash-concepts-new-concepts-armure-men-746979/
Lotus,Shiseido,,"0,0",N/A,с 1918,N/A,N/A,N/A,[],['floral'],[],['lotos'],[],[],https://aromo.ru/fragrance/shiseido-lotus-781773/
Ibiza Sol,mark.,Туалетная вода,"0,0",N/A,с 2011,N/A,N/A,N/A,[],"['water', 'floral']",[],"['geranium', 'grusha', 'morskije-noty', 'musk', 'honeysuckle']",[],[],https://aromo.ru/fragrance/mark-ibiza-sol-toilet-water-eau-de-toilette-795299/
Egyptian King,Alexandria Fragrances,Духи / Экстракт,"0,0",N/A,Артизанальная парфюмерия,united-states,2017,artisanal-perfumery,[],"['spicy', 'floral', 'powdery']",[],"['ambra', 'powdery-notes', 'rose', 'sandal', 'spices']",[],[],https://aromo.ru/fragrance/alexandria-fragrances-egyptian-king-888485/
Farrah Fawcett La Provocante,Faberge,Туалетная вода,"0,0",N/A,с 1983,N/A,N/A,N/A,[],"['wood', 'floral', 'east']",[],"['floral-notes', 'musk', 'oriental-notes']",[],[],https://aromo.ru/fragrance/faberge-farrah-fawcett-_-la-provocante-796923/
Azerbaijan Leather,Subhi Khalilbayov,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,2021,N/A,N/A,[],"['leather', 'east']","['bergamot', 'lemon', 'raspberry', 'pink-pepper']","['iris', 'cinnamon', 'rose', 'saffron']","['ambra', 'kozha', 'musk', 'sandal', 'vetiver']",[],https://aromo.ru/fragrance/subhi-khalilbayov-azerbaijan-leather-perfume-extract-parfum-extrait-de-parfum-2409319/
Oudy Woody,Surrati Perfumes,Парфюмерная вода,"3,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['wood', 'east']",['oud'],"['balsamic-notes', 'spices']",['drevesnyje-noty'],['oud'],https://aromo.ru/fragrance/surrati-perfumes-oudy-woody-perfume-water-eau-de-parfum-812605/
New York,S Parfum,Парфюмерная вода,"2,0",2 оценки,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['grapefruit', 'magnolija', 'ogurec']","['violet', 'lily-of-the-valley', 'rose', 'tuberoza', 'zelenoje-jabloko']","['ambra', 'drevesnyje-noty', 'sandal']",[],https://aromo.ru/fragrance/s-parfum-new-york-perfume-water-eau-de-parfum-2291056/
Eaux Trouble$ de Zïlon,Claude Andre Hebert,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['wood', 'chypre']",[],"['bergamot', 'violet', 'kedr', 'kozha', 'mandarin', 'musk', 'pachuli', 'sandal', 'vetiver']",[],[],https://aromo.ru/fragrance/claude-andre-hebert-eaux-trouble_-de-z_lon-988051/
Un Peu Bizarre,Leykarar,Парфюмерная вода,"3,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'musk', 'wood']","['bergamot', 'pepper', 'peony']","['akacija', 'violet', 'mimosa']","['musk', 'pachuli', 'tabak', 'vetiver']",[],https://aromo.ru/fragrance/leykarar-un-peu-bizarre-849255/
Unique Legend,Festiva / Фестива,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,N/A,mass-market,[],['east'],['sliva'],"['tonka-bean', 'ladan']",['tabak'],[],https://aromo.ru/fragrance/festiva-festiva-unique-legend-855233/
Jasmine Breeze,Yardley,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],['floral'],[],['jasmine'],[],[],https://aromo.ru/fragrance/yardley-jasmine-breeze-855437/
Calli,Tolteca,Парфюмерная вода,"0,0",N/A,с 2018,N/A,N/A,N/A,[],['wood'],"['dagil', 'inzhir', 'coriander']","['cinnamon', 'sesame', 'jasmine']","['tonka-bean', 'mate', 'pachuli', 'sandal', 'vetiver']",[],https://aromo.ru/fragrance/tolteca-calli-perfume-water-eau-de-parfum-1704393/
Коралл,Красная Гвоздика,,"0,0",N/A,N/A,N/A,N/A,N/A,[],"['floral', 'aldehyde']",[],"['aldehydes', 'floral-notes']",[],[],https://aromo.ru/fragrance/red-carnation-korall-863987/
Search,Amouage,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,oman,2023,niche,[],"['wood', 'east', 'balsamic']","['lime', 'lemon', 'mandarin']","['elemi', 'ladan', 'pepper']","['guajak', 'juniper', 'vetiver']",[],https://aromo.ru/fragrance/amouage-search-perfume-water-eau-de-parfum-2418616/
Reine,Zohoor Alreef / Le Verger Shop,,"5,0",1 оценка,Парфюмерия масс-маркет,saudi-arabia,N/A,mass-market,[],"['wood', 'floral']","['violet', 'palisander']","['rose', 'jasmine']","['drevesnyje-noty', 'musk']",[],https://aromo.ru/fragrance/zohoor-alreef--le-verger-shop-reine-869613/
Floïd (2014),Floid,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['spicy', 'powdery']",[],['spices'],[],[],https://aromo.ru/fragrance/floid-flo_d-_2014-898727/
Мia For Her,Zermat,,"4,7",3 оценки,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],"['fruit', 'floral', 'east']",[],"['floral-notes', 'fruity-notes', 'oriental-notes']",[],[],https://aromo.ru/fragrance/zermat-mia-for-her-873089/
Dancia,Lootah,Масляные духи,"0,0",N/A,Парфюмерия премиум,united-arab-emirates,N/A,premium,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/lootah-dancia-873587/
African Night,La Via del Profumo,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],[],"['grapefruit', 'ilang-ilang', 'palisander', 'rose']",[],[],https://aromo.ru/fragrance/la-via-del-profumo-african-night-38378/
Afterglow,Perfumies,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/perfumies-afterglow-38410/
Black Tuberose,Michele Bergman,Масляные духи,"0,0",N/A,с 2007,N/A,N/A,N/A,[],['floral'],[],['tuberoza'],[],[],https://aromo.ru/fragrance/michele-bergman-black-tuberose-44347/
Durazno con Gardenias,Perfumes Artesanales,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['gardenija', 'peach']",[],[],https://aromo.ru/fragrance/perfumes-artesanales-durazno-con-gardenias-53317/
Eau de Cologne d'apres Nature - Pois de Senteur,Claude Galien,Одеколон,"0,0",N/A,Парфюмерия масс-маркет,france,N/A,mass-market,[],"['floral', 'sweet']",[],['dushistyj-goroshek'],[],[],https://aromo.ru/fragrance/claude-galien-eau-de-cologne-d_apres-nature-_-pois-de-senteur-53619/
Laamar,Tayyib,Парфюмерная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['spicy', 'wood']","['grapefruit', 'cardamom', 'lemon', 'raspberry', 'rozmarin']","['nagarmota', 'cloves', 'nutmeg', 'pepper', 'saffron']","['guajak', 'kozha', 'musk', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/tayyib-laamar-67325/
Lapel,The Cotswold Perfumery,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/the-cotswolds-perfumery-lapel-67750/
